model,positive_class,train_size,valid_size,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision
LightGBM,Yes,475355,118839,0.8604582670672086,0.7834570191911812,0.7098449868073878,0.6433508948922019,0.6749642290127208,0.9164113104283838,0.7542060402146737
