model,positive_class,train_size,valid_size,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision
RandomForest,Yes,475355,118839,0.8404227568390849,0.7528622831612095,0.6626757331775895,0.593543324739379,0.6262072771711279,0.8927983632670572,0.6906095057330766
